user_id,city,avg_spend,order_frequency,veg_ratio,budget_segment,preferred_cuisines,last_order_ts
3737,Kochi,104.76,2.39,0.07,budget,Biryani;Burger,2024-12-09T07:47:12Z
3738,Delhi,386.68,3.12,0.56,mid,South Indian,2024-11-06T16:15:05Z
3739,Kolkata,142.55,4.28,0.01,budget,Pizza;North Indian,2024-10-17T08:54:20Z
3740,Mumbai,830.07,1.6,0.22,premium,Biryani;Continental,2024-11-13T00:36:25Z
3741,Bangalore,168.85,2.15,0.47,budget,Biryani;North Indian,2024-07-07T17:33:43Z
3742,Chennai,167.3,1.58,0.78,budget,Biryani;Healthy,2024-08-28T21:02:45Z
3743,Ahmedabad,202.54,2.19,0.7,budget,South Indian;Pizza;Chinese,2024-12-02T07:37:24Z
3744,Delhi,987.74,4.81,0.96,premium,North Indian;Burger,2024-12-07T17:36:56Z
3745,Mumbai,382.66,9.15,0.96,mid,Chinese,2024-10-31T19:58:48Z
3746,Mumbai,99.41,1.05,0.25,budget,Continental;Desserts,2024-11-25T10:29:26Z
3747,Bangalore,244.77,3.56,0.52,budget,Pizza;Chinese;South Indian,2024-11-14T16:56:00Z
3748,Hyderabad,152.7,2.6,0.96,budget,Chinese;South Indian,2024-08-24T18:27:54Z
3749,Mumbai,205.74,2.42,0.91,budget,Burger;North Indian,2024-11-03T19:56:55Z
3750,Mumbai,563.72,4.31,0.2,mid,North Indian;South Indian,2024-10-14T19:51:07Z
3751,Mumbai,412.77,3.99,0.88,mid,North Indian;Chinese,2024-10-07T19:14:31Z
3752,Mumbai,274.8,3.47,0.07,mid,Pizza;Desserts,2024-11-24T08:35:25Z
3753,Kolkata,159.59,7.59,0.36,budget,Burger;Chinese,2024-12-30T03:04:40Z
3754,Bangalore,411.73,2.42,0.83,mid,Thai;North Indian;Chinese,2024-12-05T15:02:44Z
3755,Mumbai,159.35,3.24,0.93,budget,North Indian;Chinese,2024-12-13T12:36:40Z
3756,Mumbai,376.51,6.74,0.77,mid,North Indian;Healthy,2024-11-02T13:29:01Z
3757,Mumbai,165.4,4.99,0.77,budget,Pizza;Burger,2024-10-19T21:46:06Z
3758,Jaipur,690.66,4.19,0.89,premium,Thai,2024-11-09T21:46:23Z
3759,Delhi,765.65,5.46,0.96,premium,Burger;South Indian,2024-12-21T22:02:16Z
3760,Surat,559.51,4.19,0.8,premium,Desserts;Continental;Pizza,2024-04-11T09:51:35Z
3761,Lucknow,374.07,1.68,0.0,mid,Desserts;South Indian,2024-11-02T16:15:32Z
3762,Delhi,257.98,1.15,0.89,budget,Chinese,2024-11-12T10:04:32Z
3763,Kolkata,291.04,3.33,0.72,mid,Biryani;North Indian,2024-12-14T11:36:44Z
3764,Mumbai,450.96,1.42,0.43,mid,Burger;Pizza;Healthy,
3765,Mumbai,192.71,2.13,0.36,budget,Continental;South Indian,2024-09-05T20:13:54Z
3766,Mumbai,180.81,1.62,0.39,budget,Desserts,2024-05-06T13:02:19Z
3767,Delhi,147.37,5.92,0.97,budget,Chinese;North Indian,2024-11-05T00:31:24Z
3768,Bangalore,173.92,5.39,0.8,budget,North Indian;Pizza,2024-12-10T18:13:52Z
3769,Ahmedabad,437.17,2.56,0.78,mid,Healthy,2024-12-25T16:51:27Z
3770,Kochi,217.04,2.93,0.16,budget,South Indian,2024-11-25T08:14:31Z
3771,Chennai,817.75,3.94,0.07,premium,Desserts,2024-12-26T17:23:00Z
3772,Chennai,81.87,5.3,0.04,budget,Biryani;Burger;Continental,2024-12-04T17:10:01Z
3773,Bangalore,161.43,2.34,0.84,budget,Biryani,2024-11-04T14:05:06Z
3774,Mumbai,615.0,5.53,0.66,premium,North Indian;Continental,2024-11-07T09:15:28Z
3775,Delhi,457.8,3.87,0.2,mid,South Indian;Pizza;Thai,2024-11-17T11:36:23Z
3776,Mumbai,151.11,2.53,0.13,budget,Thai,2024-12-27T05:16:37Z
3777,Mumbai,313.15,16.34,0.55,mid,Pizza;Chinese,2024-12-30T03:47:57Z
3778,Delhi,294.26,3.44,0.47,mid,Burger;Chinese;Desserts,2024-12-13T11:04:47Z
3779,Pune,413.88,6.63,0.09,mid,Biryani;South Indian,2024-12-11T11:50:52Z
3780,Mumbai,150.16,3.67,0.24,budget,North Indian;Pizza,2024-02-24T17:49:37Z
3781,Delhi,255.22,5.03,0.65,budget,Continental;Chinese,2024-12-21T13:02:57Z
3782,Bangalore,453.42,2.87,0.5,mid,North Indian,2024-08-22T13:43:53Z
3783,Mumbai,164.96,2.97,0.12,budget,North Indian;Healthy;Thai,2024-10-23T14:45:49Z
3784,Jaipur,318.64,3.21,0.66,mid,South Indian,2024-09-11T08:53:27Z
3785,Hyderabad,168.73,7.86,0.04,budget,Biryani;Pizza,2024-11-17T18:54:07Z
3786,Mumbai,168.17,1.75,0.6,budget,South Indian;Pizza,2023-03-05T07:47:19Z
3787,Pune,475.78,1.7,0.14,mid,Burger,2024-05-12T15:58:38Z
3788,Mumbai,470.44,4.92,0.08,mid,North Indian;South Indian,2024-03-16T12:08:09Z
3789,Hyderabad,400.56,2.43,0.15,mid,North Indian;Chinese;Biryani,2024-12-14T17:14:37Z
3790,Mumbai,344.93,2.83,0.32,mid,Healthy,2024-11-20T18:46:13Z
3791,Mumbai,491.72,3.12,0.88,mid,Desserts,2024-12-28T09:33:00Z
3792,Ahmedabad,375.1,3.79,0.03,mid,South Indian,2024-07-01T16:34:55Z
3793,Delhi,259.67,3.03,0.4,budget,South Indian;North Indian,2024-12-08T21:12:56Z
3794,Mumbai,256.48,10.32,0.77,budget,Thai;Desserts,2024-12-28T14:55:48Z
3795,Ahmedabad,612.43,5.84,0.82,premium,Chinese;Desserts;North Indian,2024-11-10T11:08:32Z
3796,Lucknow,803.86,4.94,0.61,premium,South Indian,2024-10-29T17:19:17Z
3797,Lucknow,648.62,6.39,0.79,premium,North Indian,2024-11-18T22:34:11Z
3798,Bangalore,195.01,8.62,0.19,budget,Chinese,2024-12-16T20:21:46Z
3799,Delhi,144.66,4.27,0.7,budget,Chinese,2024-11-06T11:10:41Z
3800,Chennai,206.98,1.04,0.8,budget,Desserts;Chinese,2024-05-13T11:47:33Z
3801,Mumbai,232.58,4.14,0.47,budget,South Indian,2024-12-22T19:19:37Z
3802,Jaipur,146.68,4.37,0.75,budget,Burger;Pizza,2024-11-26T08:20:51Z
3803,Hyderabad,93.34,7.7,0.67,budget,North Indian;Thai;Burger,2024-12-09T11:28:15Z
3804,Mumbai,392.02,4.84,0.05,mid,Desserts;Biryani,2024-12-20T18:48:27Z
3805,Delhi,802.31,3.1,0.19,premium,Chinese;Thai,2024-12-10T12:43:16Z
3806,Bangalore,214.78,5.96,0.68,budget,Thai,2024-07-20T11:44:40Z
3807,Mumbai,240.13,1.51,0.6,budget,Continental;Chinese,2024-07-31T14:17:48Z
3808,Mumbai,382.82,1.54,0.3,mid,Burger;Healthy,2024-09-19T18:12:09Z
3809,Kolkata,293.04,2.6,0.53,mid,Continental,2024-09-29T08:44:59Z
3810,Delhi,435.64,2.44,0.88,mid,Continental,2024-11-22T14:34:28Z
3811,Hyderabad,238.61,1.91,0.98,budget,Chinese;Continental,2024-12-08T17:37:51Z
3812,Mumbai,359.51,5.36,0.52,mid,Burger;North Indian,2024-12-19T17:03:36Z
3813,Kolkata,508.07,2.82,0.11,mid,Pizza;Healthy,2024-08-11T09:53:49Z
3814,Mumbai,376.5,3.39,0.82,mid,Continental;Chinese,2024-10-14T14:37:34Z
3815,Mumbai,234.11,2.01,0.03,budget,Biryani;Desserts,2024-11-16T10:25:43Z
3816,Kolkata,184.66,3.12,0.85,budget,Healthy;Chinese;Pizza,2024-10-16T15:55:49Z
3817,Mumbai,868.53,2.13,0.75,premium,North Indian,2024-07-05T16:44:53Z
3818,Hyderabad,542.68,4.02,0.73,mid,Chinese;Biryani;Desserts,2024-11-02T02:09:07Z
3819,Mumbai,388.51,2.8,0.75,mid,North Indian;South Indian,2024-11-26T10:30:24Z
3820,Chennai,314.28,3.22,0.89,mid,South Indian,2024-12-10T15:17:58Z
3821,Surat,195.09,9.98,0.49,budget,North Indian,2024-12-26T22:40:32Z
3822,Mumbai,203.18,5.4,0.2,budget,North Indian,2024-12-22T21:07:54Z
3823,Mumbai,452.37,2.79,0.1,mid,Burger;Chinese,2024-11-24T05:37:21Z
3824,Bangalore,446.91,4.73,0.73,mid,North Indian;Biryani,2024-11-18T17:26:55Z
3825,Hyderabad,193.39,3.46,0.48,budget,Pizza,2024-09-06T01:42:36Z
3826,Mumbai,409.54,3.5,0.07,mid,Biryani;Desserts,2024-11-27T15:16:49Z
3827,Ahmedabad,743.24,10.25,0.19,premium,Burger;Healthy;Chinese,2024-12-31T15:06:33Z
3828,Lucknow,619.38,4.17,0.21,premium,South Indian;Pizza;Thai,2024-10-17T09:35:22Z
3829,Mumbai,417.63,2.33,0.39,mid,Healthy;Pizza,2024-12-01T06:31:17Z
3830,Mumbai,334.37,1.8,0.99,mid,Desserts,2024-04-12T06:53:53Z
3831,Mumbai,488.26,1.98,0.18,mid,South Indian;North Indian;Chinese,2023-08-23T12:20:42Z
3832,Bangalore,214.54,1.57,0.35,budget,North Indian;Healthy,2024-01-26T11:16:04Z
3833,Mumbai,103.67,8.79,0.89,budget,Continental,2024-12-01T16:39:18Z
3834,Pune,147.19,1.42,0.85,budget,Desserts;South Indian,2023-12-25T04:15:30Z
3835,Mumbai,152.94,1.91,0.16,budget,Pizza,2024-12-30T19:07:02Z
3836,Mumbai,202.96,7.29,0.15,budget,Burger,2024-11-17T17:42:01Z
3837,Delhi,349.71,2.64,0.8,mid,South Indian;North Indian;Chinese,2024-09-07T13:27:37Z
3838,Mumbai,297.58,7.37,0.79,mid,Continental;Thai;Burger,2024-12-22T08:07:28Z
3839,Mumbai,188.41,3.07,0.81,budget,Burger;Continental;South Indian,2024-12-21T21:32:17Z
3840,Mumbai,202.22,4.07,0.52,budget,South Indian,2024-05-14T16:06:29Z
3841,Pune,171.66,4.01,0.23,budget,Desserts;South Indian,2024-11-11T08:49:27Z
3842,Mumbai,205.05,3.91,0.27,budget,Burger;Thai;Chinese,2024-06-10T10:00:59Z
3843,Mumbai,112.34,1.58,0.07,budget,Chinese;Desserts;Thai,2024-08-19T01:25:21Z
3844,Kochi,291.14,4.54,0.17,mid,South Indian,2024-10-03T15:17:29Z
3845,Mumbai,203.22,4.43,0.99,mid,Chinese,2024-10-13T16:31:41Z
3846,Mumbai,320.16,4.3,0.94,mid,Chinese;North Indian,2024-12-30T16:02:45Z
3847,Mumbai,514.08,3.16,0.58,premium,Pizza;Continental,2024-12-16T05:22:46Z
3848,Mumbai,106.96,1.95,0.21,budget,Biryani;South Indian,2024-12-19T09:48:25Z
3849,Delhi,335.97,4.19,0.7,mid,Biryani,2024-08-08T17:35:44Z
3850,Mumbai,146.6,6.16,0.36,budget,North Indian,2024-12-19T05:44:21Z
3851,Mumbai,1016.64,4.1,0.67,premium,Biryani;South Indian,2024-12-28T12:19:21Z
3852,Mumbai,992.02,4.45,0.35,premium,South Indian;Continental,2024-08-13T21:02:38Z
3853,Mumbai,151.08,3.72,0.11,budget,South Indian;Chinese,2024-10-29T01:02:19Z
3854,Mumbai,1065.65,5.09,0.39,premium,South Indian,2024-08-28T21:44:52Z
3855,Delhi,152.81,8.24,0.1,budget,Biryani;Continental,2024-10-20T00:42:09Z
3856,Bangalore,237.72,7.09,0.4,mid,Pizza;South Indian,2024-12-26T11:58:33Z
3857,Delhi,225.79,2.73,0.26,budget,Pizza,2024-06-24T19:33:42Z
3858,Ahmedabad,412.57,3.32,0.9,mid,Burger;Healthy,2024-12-11T14:46:19Z
3859,Hyderabad,308.63,3.3,0.62,mid,South Indian;Desserts;North Indian,2024-11-08T20:10:19Z
3860,Mumbai,315.93,3.68,0.13,mid,North Indian;Desserts,2024-11-02T15:38:42Z
3861,Pune,199.09,3.09,0.75,budget,South Indian,2024-09-01T16:55:54Z
3862,Hyderabad,379.56,4.8,0.59,mid,Biryani;Healthy;Pizza,2024-12-28T10:43:43Z
3863,Bangalore,1154.33,3.52,0.68,premium,Burger;Thai;Biryani,2024-10-29T15:48:00Z
3864,Mumbai,173.68,2.21,0.99,budget,Desserts;Thai,2024-09-28T17:42:40Z
3865,Delhi,249.72,9.9,0.18,mid,North Indian;South Indian,2024-11-09T15:06:21Z
3866,Delhi,342.35,2.77,0.94,mid,North Indian;Desserts,2024-10-04T19:31:14Z
3867,Mumbai,146.75,2.05,0.21,budget,Biryani,2024-10-27T08:18:35Z
3868,Delhi,419.62,4.55,0.36,mid,Biryani;Healthy,2024-12-12T22:02:23Z
3869,Chennai,930.48,2.03,0.41,premium,South Indian;Burger,2024-09-24T12:01:12Z
3870,Kolkata,118.75,8.85,0.37,budget,Chinese;Burger,2024-12-25T23:14:00Z
3871,Kolkata,163.57,6.41,0.68,budget,Continental,2024-10-12T20:50:55Z
3872,Chennai,454.28,2.36,0.69,mid,Healthy;Burger,2024-12-26T11:25:08Z
3873,Jaipur,186.33,1.1,0.0,budget,South Indian;North Indian,2024-05-28T12:29:31Z
3874,Hyderabad,233.65,4.4,0.1,budget,North Indian,2024-12-19T12:39:41Z
3875,Mumbai,143.81,4.63,0.23,budget,Desserts;Biryani,2024-08-26T20:03:30Z
3876,Chennai,470.07,5.16,0.02,mid,North Indian;Chinese,2024-10-17T14:41:35Z
3877,Kolkata,385.91,9.75,0.77,mid,Healthy,2024-12-14T13:03:26Z
3878,Mumbai,502.35,5.38,0.75,mid,North Indian;Chinese,2024-09-14T19:07:31Z
3879,Bangalore,435.06,3.84,0.25,mid,Burger,2024-10-23T17:03:53Z
3880,Mumbai,835.07,3.92,0.16,premium,Biryani,2024-11-20T14:49:19Z
3881,Delhi,171.28,1.37,0.98,budget,South Indian;Burger,2024-12-12T09:23:52Z
3882,Kochi,450.3,0.86,0.82,mid,Biryani;Chinese;South Indian,2024-09-07T11:09:58Z
3883,Mumbai,126.13,2.15,0.28,budget,Pizza,2024-12-22T21:11:22Z
3884,Delhi,352.88,3.43,0.05,mid,North Indian,2024-08-02T18:39:19Z
3885,Hyderabad,229.51,1.44,0.59,budget,Thai,2024-11-26T16:38:29Z
3886,Mumbai,440.4,4.03,0.42,mid,South Indian;Healthy,2024-12-02T17:35:44Z
3887,Bangalore,304.23,1.17,0.38,mid,North Indian;Healthy,2024-09-08T09:09:39Z
3888,Chennai,865.65,2.81,0.18,premium,North Indian,2024-12-15T06:52:54Z
3889,Chennai,200.0,3.65,0.86,mid,South Indian,2024-11-28T05:27:57Z
3890,Mumbai,178.8,8.81,0.51,budget,South Indian;North Indian;Continental,2024-12-30T08:20:39Z
3891,Delhi,282.93,1.01,0.93,mid,South Indian;Pizza;Thai,2024-07-16T19:19:44Z
3892,Delhi,206.4,3.02,0.77,budget,Burger;North Indian,2024-11-11T08:36:28Z
3893,Bangalore,212.29,1.76,0.8,budget,Continental,2024-07-29T09:09:55Z
3894,Ahmedabad,679.72,2.23,0.32,premium,Burger;South Indian;North Indian,2024-12-04T16:59:35Z
3895,Chennai,165.47,2.16,0.19,budget,South Indian,2024-07-26T18:42:01Z
3896,Pune,211.54,7.32,0.44,budget,South Indian,2024-12-31T21:21:56Z
3897,Mumbai,225.2,3.65,0.77,budget,Burger;Healthy,2024-12-24T00:29:37Z
3898,Mumbai,179.5,2.95,0.85,budget,South Indian;Continental,2024-11-29T11:35:56Z
3899,Mumbai,399.25,3.71,0.75,mid,North Indian;Burger,2024-11-11T14:33:52Z
3900,Hyderabad,407.78,1.71,0.25,mid,Thai,2024-11-11T18:47:12Z
3901,Delhi,429.74,2.63,0.14,mid,Desserts;Biryani,2024-12-16T06:17:09Z
3902,Mumbai,164.59,1.73,0.38,budget,North Indian,2024-10-08T07:43:07Z
3903,Hyderabad,204.99,2.36,0.98,budget,Biryani;Healthy,2024-12-25T08:42:38Z
3904,Mumbai,161.9,2.14,0.17,budget,North Indian;South Indian;Healthy,2024-03-03T10:58:23Z
3905,Bangalore,204.25,1.97,0.77,budget,Thai,2024-10-20T08:51:58Z
3906,Mumbai,104.58,2.68,0.57,budget,South Indian;Healthy;Biryani,2024-06-30T15:23:45Z
3907,Bangalore,356.68,1.57,0.12,mid,North Indian;South Indian,2024-12-29T04:06:16Z
3908,Delhi,415.91,1.77,0.11,mid,Pizza;North Indian;Chinese,2024-10-09T16:25:58Z
3909,Lucknow,428.22,2.37,0.34,mid,Chinese;Thai;North Indian,2024-11-24T08:33:51Z
3910,Mumbai,338.54,4.65,0.2,mid,North Indian;Pizza,2024-10-12T13:32:55Z
3911,Pune,148.66,1.73,0.91,budget,Burger;Pizza,2024-12-30T17:03:26Z
3912,Chennai,278.05,0.82,0.04,mid,Desserts;North Indian,2024-12-24T17:53:37Z
3913,Mumbai,192.1,1.58,0.63,budget,North Indian;Burger,2024-07-27T09:35:17Z
3914,Surat,401.44,4.29,0.07,mid,North Indian;Pizza,2024-12-09T09:23:29Z
3915,Mumbai,476.34,4.12,0.69,mid,Desserts;Chinese,2024-11-30T20:30:54Z
3916,Mumbai,84.83,2.91,0.28,budget,Continental;Thai,2024-11-12T04:48:01Z
3917,Delhi,136.12,3.52,0.62,budget,Pizza;Continental,2024-02-15T16:38:58Z
3918,Delhi,182.75,2.14,0.31,budget,North Indian;Pizza,2023-06-28T13:33:47Z
3919,Hyderabad,95.81,0.94,0.22,budget,Biryani,2024-11-01T14:05:20Z
3920,Chennai,173.24,2.7,0.91,budget,Biryani,2024-09-20T14:30:03Z
3921,Mumbai,883.25,3.59,0.95,premium,Desserts,2024-12-05T13:42:02Z
3922,Bangalore,435.79,11.21,0.63,mid,Continental,2024-12-07T18:13:49Z
3923,Chennai,264.41,7.96,0.04,mid,Biryani,2024-11-21T09:35:36Z
3924,Lucknow,368.13,1.96,0.31,mid,Thai;North Indian,2023-12-25T10:11:06Z
3925,Pune,276.64,1.27,0.56,mid,North Indian;Healthy,2024-09-02T09:26:29Z
3926,Lucknow,458.38,3.41,0.16,mid,Thai;Biryani,2024-11-06T16:56:31Z
3927,Mumbai,153.75,1.89,0.27,budget,Chinese;North Indian;Healthy,2024-08-20T08:43:07Z
3928,Ahmedabad,329.52,0.74,0.1,mid,Chinese;Desserts,2024-11-02T10:27:47Z
3929,Jaipur,368.17,4.64,0.89,mid,Pizza;North Indian,2024-11-22T09:41:16Z
3930,Chennai,263.69,3.03,0.5,budget,Biryani,2024-11-08T22:48:31Z
3931,Hyderabad,350.94,2.37,0.57,mid,North Indian,2024-03-25T09:44:58Z
3932,Delhi,200.0,2.64,0.7,mid,Pizza;Chinese,2024-07-04T06:32:36Z
3933,Delhi,186.34,3.12,0.14,budget,Continental;Desserts;Healthy,2024-10-18T15:49:00Z
3934,Mumbai,131.87,6.05,0.66,budget,Continental;North Indian,2024-12-25T10:51:05Z
3935,Mumbai,173.68,0.64,0.38,budget,Chinese;Continental;Biryani,2023-05-18T09:50:41Z
3936,Delhi,138.74,6.06,0.98,budget,North Indian;Biryani,2024-12-24T11:02:19Z
3937,Mumbai,409.32,5.22,0.46,mid,South Indian;Healthy;Desserts,2024-12-13T16:05:45Z
3938,Bangalore,512.7,6.44,0.75,mid,North Indian,2024-10-31T11:13:51Z
3939,Hyderabad,712.03,1.6,0.28,premium,Chinese;Healthy;Pizza,2024-12-01T19:32:13Z
3940,Mumbai,660.39,4.65,0.62,premium,South Indian,2024-10-08T15:43:36Z
3941,Jaipur,178.57,5.42,0.82,budget,Burger;Healthy,2024-08-25T09:47:14Z
3942,Mumbai,177.18,2.03,0.27,budget,North Indian;South Indian,2024-12-09T08:43:11Z
3943,Mumbai,410.6,4.24,0.32,mid,South Indian;North Indian,2024-11-25T06:52:19Z
3944,Mumbai,306.19,3.14,0.52,mid,Desserts;North Indian,2024-06-17T08:53:20Z
3945,Surat,318.76,1.8,0.82,mid,South Indian;Thai;Burger,2024-12-18T09:25:56Z
3946,Mumbai,500.0,1.59,0.65,premium,North Indian;Thai,2024-11-10T09:46:02Z
3947,Pune,216.55,1.84,0.7,budget,Burger,2024-02-28T15:12:14Z
3948,Delhi,448.11,3.6,0.24,mid,North Indian;Thai;Pizza,2024-05-31T16:08:20Z
3949,Ahmedabad,333.4,6.76,0.88,mid,Burger,2024-09-13T10:30:41Z
3950,Delhi,234.85,14.2,0.86,budget,North Indian,2024-12-27T02:16:56Z
3951,Surat,680.67,1.25,0.59,premium,Chinese,2024-11-03T15:37:49Z
3952,Bangalore,213.58,3.83,0.58,budget,Healthy;North Indian;Chinese,2024-12-07T21:45:27Z
3953,Kolkata,756.5,3.95,0.09,premium,South Indian;Desserts,2024-07-07T17:14:24Z
3954,Bangalore,315.34,8.11,0.82,mid,North Indian;Desserts,2024-09-17T23:14:46Z
3955,Delhi,320.25,1.23,0.81,mid,Biryani;Burger,2024-08-12T13:01:50Z
3956,Ahmedabad,243.96,0.91,0.28,budget,Chinese;Healthy;Desserts,2024-08-30T08:40:22Z
3957,Chennai,210.26,0.91,0.1,budget,South Indian;Healthy;Burger,
3958,Mumbai,362.69,2.47,0.78,mid,Chinese;Biryani,2024-12-05T15:54:29Z
3959,Mumbai,202.32,1.65,0.65,budget,South Indian,2023-07-18T14:27:12Z
3960,Delhi,875.52,1.66,0.34,premium,North Indian;Pizza,2024-09-30T15:54:20Z
3961,Surat,414.62,3.27,0.58,mid,Healthy;North Indian,2024-11-06T14:27:17Z
3962,Mumbai,233.0,13.17,0.73,budget,Pizza;Biryani,2024-12-27T18:47:00Z
3963,Chennai,207.07,20.74,0.59,budget,Burger;Healthy;North Indian,2024-12-16T17:29:56Z
3964,Ahmedabad,186.47,6.7,0.07,budget,Continental,2024-09-29T09:44:52Z
3965,Surat,133.43,7.48,0.69,budget,Chinese;Burger,2024-12-10T18:17:33Z
3966,Delhi,235.44,9.65,0.28,budget,South Indian,2024-12-26T15:20:52Z
3967,Hyderabad,174.32,1.84,0.29,budget,Chinese;North Indian,2023-10-23T06:56:03Z
3968,Mumbai,334.38,1.79,0.71,mid,North Indian,2024-05-27T11:47:20Z
3969,Pune,174.69,2.13,0.33,budget,North Indian;Thai,2024-08-18T07:38:34Z
3970,Mumbai,217.95,8.03,0.38,budget,Desserts,2024-12-14T10:34:00Z
3971,Lucknow,157.38,2.31,0.18,budget,Pizza,2024-11-21T03:49:56Z
3972,Mumbai,860.34,3.52,0.34,premium,Biryani,2024-09-28T14:07:55Z
3973,Chennai,464.0,2.86,0.44,mid,North Indian,2024-10-20T19:22:18Z
3974,Delhi,210.19,6.87,0.94,budget,Chinese;Thai,2024-12-01T18:22:36Z
3975,Ahmedabad,311.59,8.17,0.35,mid,Burger;Desserts,2024-12-13T14:41:40Z
3976,Delhi,258.86,1.22,0.35,mid,Desserts,2023-07-22T16:11:51Z
3977,Mumbai,193.35,2.6,0.79,budget,Chinese;South Indian,2024-12-07T05:59:18Z
3978,Mumbai,1012.68,5.45,0.1,premium,Biryani;North Indian,2024-11-14T17:36:50Z
3979,Mumbai,539.65,5.32,0.18,mid,Biryani;Pizza,2024-09-26T01:45:55Z
3980,Ahmedabad,311.47,4.05,0.45,mid,Biryani;North Indian,2024-08-23T15:59:52Z
3981,Mumbai,115.81,5.92,0.67,budget,Chinese;South Indian;Pizza,2024-12-23T16:34:39Z
3982,Kolkata,666.27,3.47,0.63,premium,Thai;Pizza;South Indian,2024-10-04T11:52:14Z
3983,Delhi,500.0,3.12,0.41,premium,North Indian,2024-07-03T12:40:05Z
3984,Chennai,214.08,1.45,0.59,mid,Continental;Pizza;Burger,2024-10-25T05:53:50Z
3985,Mumbai,369.93,6.48,0.28,mid,Burger;Desserts,2024-11-27T18:30:18Z
3986,Chennai,265.43,3.9,0.61,mid,North Indian;Desserts;Thai,2024-10-05T10:10:02Z
3987,Mumbai,200.0,2.8,0.39,mid,Desserts;North Indian,2024-11-24T10:52:57Z
3988,Surat,377.67,9.95,0.36,mid,South Indian;Chinese,2024-12-04T19:25:59Z
3989,Mumbai,362.89,3.64,0.33,mid,Desserts;Pizza;Chinese,2024-08-16T18:32:29Z
3990,Mumbai,185.2,3.04,0.56,budget,North Indian;Chinese;South Indian,2024-08-18T17:46:14Z
3991,Delhi,208.0,2.99,0.35,budget,Biryani;South Indian,2024-11-24T17:52:46Z
3992,Surat,362.23,5.56,0.22,mid,Healthy;North Indian;Biryani,2024-12-28T11:26:32Z
3993,Mumbai,328.59,3.7,0.23,mid,Biryani,2024-12-29T22:46:05Z
3994,Jaipur,511.33,1.39,0.11,mid,Burger,2023-11-14T06:54:01Z
3995,Mumbai,409.77,3.67,0.03,mid,Continental,2024-08-25T16:50:36Z
3996,Delhi,352.49,3.12,0.88,mid,South Indian;Continental,2024-07-12T16:54:28Z
3997,Kochi,201.8,1.54,0.42,budget,Desserts;Continental,2024-10-27T11:20:42Z
3998,Mumbai,220.26,2.22,0.98,budget,Chinese;Continental,2023-11-21T06:00:38Z
3999,Mumbai,316.61,3.94,0.16,mid,Chinese;Biryani,2024-10-30T14:52:22Z
4000,Bangalore,381.25,2.88,0.92,mid,North Indian;Thai,2024-08-29T08:00:10Z
4001,Mumbai,448.44,6.75,0.54,mid,Healthy;North Indian;Pizza,2024-10-27T12:22:31Z
4002,Bangalore,328.56,3.18,0.17,mid,North Indian;Thai,2024-10-28T20:58:02Z
4003,Delhi,227.39,7.44,0.6,budget,North Indian;South Indian,2024-12-12T06:44:04Z
4004,Kolkata,580.94,2.86,0.76,premium,North Indian;Desserts;Pizza,2024-12-17T18:28:51Z
4005,Delhi,222.37,5.32,0.48,mid,South Indian,2024-09-23T08:49:17Z
4006,Delhi,174.43,3.17,0.87,budget,Chinese;Biryani,2024-12-14T07:43:26Z
4007,Ahmedabad,288.21,1.97,0.12,mid,South Indian;North Indian,2024-09-30T08:23:04Z
4008,Mumbai,304.56,1.59,0.5,mid,Burger;North Indian;Chinese,2024-09-25T06:33:29Z
4009,Kolkata,192.59,3.65,0.46,budget,Healthy;Desserts;Chinese,2024-11-23T18:32:04Z
4010,Mumbai,637.6,6.45,0.16,premium,North Indian;Desserts;Chinese,2024-08-13T14:28:32Z
4011,Chennai,376.41,2.42,0.05,mid,Chinese,2024-09-30T17:26:00Z
4012,Delhi,267.6,10.97,0.81,mid,South Indian;North Indian,2024-12-28T04:10:32Z
4013,Chennai,419.78,6.8,0.46,mid,Burger,2024-12-23T16:22:28Z
4014,Mumbai,195.66,3.17,0.94,budget,South Indian;North Indian,2024-08-06T10:14:19Z
4015,Hyderabad,349.09,4.25,0.58,mid,Continental,2024-05-05T15:18:05Z
4016,Mumbai,969.31,0.92,0.3,premium,North Indian,2023-09-24T10:59:21Z
4017,Delhi,117.42,4.89,0.45,budget,Pizza;North Indian;Biryani,2024-12-05T22:06:45Z
4018,Kolkata,354.81,1.09,0.21,mid,South Indian,2023-11-11T02:06:50Z
4019,Bangalore,183.91,30.0,0.78,budget,Pizza;North Indian,2024-11-24T23:09:52Z
4020,Mumbai,382.52,6.73,0.05,mid,North Indian,2024-12-25T12:08:38Z
4021,Pune,425.46,3.89,0.88,mid,Chinese,2024-09-19T10:17:43Z
4022,Delhi,434.4,4.77,0.76,mid,Healthy;Biryani,2024-12-28T18:58:10Z
4023,Delhi,219.08,2.63,0.59,budget,Continental;North Indian,2024-05-10T07:09:33Z
4024,Pune,373.09,3.58,0.42,mid,Chinese;Thai,2024-12-10T07:12:24Z
4025,Kolkata,570.64,4.56,0.4,premium,Chinese;South Indian;Burger,2024-12-15T14:02:30Z
4026,Mumbai,453.49,2.97,0.97,mid,South Indian,2024-03-04T01:48:20Z
4027,Bangalore,475.42,7.04,0.87,mid,Thai;Pizza;Desserts,2024-12-25T09:34:21Z
4028,Mumbai,618.06,1.01,0.63,premium,South Indian;Biryani,2024-05-07T05:09:22Z
