item_id,restaurant_id,name,category,price,is_veg,popularity_score,image_url
4243,882,Veg Manchurian,starter,239,1,84.2,https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=300&q=80
4244,882,Burnt Garlic Fried Rice,main,210,1,63.79,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=300&q=80
4245,883,Pani Puri,starter,90,1,17.79,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
4246,883,Pav Bhaji,main,110,1,23.46,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4247,883,Vada Pav,starter,40,1,86.56,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4248,883,Masala Chai,drink,80,1,94.05,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4249,884,Pani Puri,starter,40,1,18.06,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
4250,884,Pav Bhaji,main,150,1,58.12,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4251,884,Vada Pav,starter,20,1,37.47,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4252,884,Masala Chai,drink,30,1,91.03,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4253,885,Classic Cheese Burger,main,179,1,20.58,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80
4254,885,Crispy Chicken Burger,main,159,0,16.36,https://images.unsplash.com/photo-1594212686125-9f5cefb6a827?w=300&q=80
4255,885,Double Patty Overload,main,249,0,67.48,https://images.unsplash.com/photo-1586816001966-79b736744398?w=300&q=80
4256,885,French Fries,side,149,1,29.33,https://images.unsplash.com/photo-1576107232684-1279f3908581?w=300&q=80
4257,885,Chocolate Thickshake,drink,150,1,23.27,https://images.unsplash.com/photo-1572490122747-3968b75cc699?w=300&q=80
4258,886,Gujarati Thali,main,380,1,97.06,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80
4259,886,Khaman Dhokla,starter,130,1,75.03,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
4260,886,Thepla,side,40,1,22.28,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4261,886,Chaash,drink,20,1,79.76,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
4262,887,Quinoa Salad bowl,main,290,1,68.19,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80
4263,887,Grilled Chicken Breast,main,299,0,13.06,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4264,887,Avocado Toast,starter,199,1,55.55,https://images.unsplash.com/photo-1588137378633-dea1336ce1e2?w=300&q=80
4265,887,Green Detox Juice,drink,109,1,28.68,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4266,888,Gujarati Thali,main,460,1,90.11,https://images.unsplash.com/photo-1613069150035-7d52f6b8c9df?w=300&q=80
4267,888,Khaman Dhokla,starter,110,1,20.47,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
4268,888,Thepla,side,40,1,10.29,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4269,888,Chaash,drink,80,1,48.3,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
4270,889,Pani Puri,starter,60,1,12.63,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
4271,889,Pav Bhaji,main,180,1,80.38,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4272,889,Vada Pav,starter,40,1,42.78,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4273,889,Masala Chai,drink,70,1,37.09,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4274,890,Masala Dosa,main,140,1,92.63,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4275,890,Idli Sambar,starter,130,1,35.08,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
4276,890,Medu Vada,starter,130,1,14.28,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4277,890,Filter Coffee,drink,30,1,60.54,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
4278,891,Classic Cheese Burger,main,179,1,19.01,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80
4279,891,Crispy Chicken Burger,main,199,0,34.13,https://images.unsplash.com/photo-1594212686125-9f5cefb6a827?w=300&q=80
4280,891,Double Patty Overload,main,319,0,20.56,https://images.unsplash.com/photo-1586816001966-79b736744398?w=300&q=80
4281,891,French Fries,side,89,1,16.19,https://images.unsplash.com/photo-1576107232684-1279f3908581?w=300&q=80
4282,891,Chocolate Thickshake,drink,190,1,41.86,https://images.unsplash.com/photo-1572490122747-3968b75cc699?w=300&q=80
4283,892,Masala Dosa,main,140,1,77.29,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4284,892,Idli Sambar,starter,60,1,69.31,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
4285,892,Medu Vada,starter,80,1,23.95,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4286,892,Filter Coffee,drink,110,1,47.09,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
4287,893,Pani Puri,starter,60,1,93.43,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
4288,893,Pav Bhaji,main,170,1,63.25,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4289,893,Vada Pav,starter,70,1,75.99,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4290,893,Masala Chai,drink,20,1,92.55,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4291,894,Pani Puri,starter,20,1,46.97,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
4292,894,Pav Bhaji,main,170,1,36.47,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4293,894,Vada Pav,starter,50,1,14.02,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4294,894,Masala Chai,drink,60,1,77.61,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4295,895,Classic Cheese Burger,main,149,1,35.05,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80
4296,895,Crispy Chicken Burger,main,179,0,59.99,https://images.unsplash.com/photo-1594212686125-9f5cefb6a827?w=300&q=80
4297,895,Double Patty Overload,main,259,0,66.59,https://images.unsplash.com/photo-1586816001966-79b736744398?w=300&q=80
4298,895,French Fries,side,109,1,43.03,https://images.unsplash.com/photo-1576107232684-1279f3908581?w=300&q=80
4299,895,Chocolate Thickshake,drink,230,1,60.73,https://images.unsplash.com/photo-1572490122747-3968b75cc699?w=300&q=80
4300,896,Margherita Pizza,main,339,1,82.44,https://images.unsplash.com/photo-1513104890138-7c749659a591?w=300&q=80
4301,896,Pepperoni Pizza,main,529,0,64.36,https://images.unsplash.com/photo-1628840042765-356cda07504e?w=300&q=80
4302,896,Farmhouse Pizza,main,369,1,94.23,https://images.unsplash.com/photo-1574071318508-1cbbab50d00c?w=300&q=80
4303,896,Garlic Breadsticks,starter,179,1,63.11,https://images.unsplash.com/photo-1573140247632-f8fd74997d5c?w=300&q=80
4304,896,Choco Lava Cake,dessert,130,1,91.81,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
4305,897,Butter Chicken,main,360,0,52.18,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4306,897,Dal Makhani,main,210,1,73.35,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4307,897,Garlic Naan,side,50,1,96.18,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4308,897,Paneer Tikka,starter,250,1,63.15,https://images.unsplash.com/photo-1567158780131-7e614bbd2109?w=300&q=80
4309,897,Lassi,drink,140,1,90.09,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
4310,898,Kosha Mangsho,main,490,0,72.66,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4311,898,Fish Curry,main,410,0,14.57,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
4312,898,Luchi,side,20,1,77.86,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4313,898,Rosogolla,dessert,30,1,52.65,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
4314,899,Hakka Noodles,main,199,1,19.16,https://images.unsplash.com/photo-1585032226651-759b368d7246?w=300&q=80
4315,899,Chilli Chicken,starter,269,0,66.14,https://images.unsplash.com/photo-1525755662778-989d0524087e?w=300&q=80
4316,899,Veg Manchurian,starter,239,1,74.35,https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=300&q=80
4317,899,Burnt Garlic Fried Rice,main,270,1,60.77,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=300&q=80
4318,900,Kosha Mangsho,main,450,0,64.64,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4319,900,Fish Curry,main,320,0,83.78,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
4320,900,Luchi,side,90,1,43.64,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4321,900,Rosogolla,dessert,50,1,56.39,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
4322,901,Dal Baati Churma,main,310,1,45.35,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4323,901,Laal Maas,main,420,0,78.44,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4324,901,Gatte Ki Sabzi,side,200,1,97.06,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
4325,901,Jaljeera,drink,50,1,79.5,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4326,902,Butter Chicken,main,350,0,92.07,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4327,902,Dal Makhani,main,230,1,32.69,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4328,902,Garlic Naan,side,80,1,17.99,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4329,902,Paneer Tikka,starter,230,1,65.08,https://images.unsplash.com/photo-1567158780131-7e614bbd2109?w=300&q=80
4330,902,Lassi,drink,130,1,70.74,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
4331,903,Kosha Mangsho,main,480,0,12.62,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4332,903,Fish Curry,main,340,0,94.01,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
4333,903,Luchi,side,110,1,59.2,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4334,903,Rosogolla,dessert,60,1,70.74,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
4335,904,Quinoa Salad bowl,main,240,1,60.08,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80
4336,904,Grilled Chicken Breast,main,349,0,87.26,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4337,904,Avocado Toast,starter,259,1,98.56,https://images.unsplash.com/photo-1588137378633-dea1336ce1e2?w=300&q=80
4338,904,Green Detox Juice,drink,169,1,20.22,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4339,905,Classic Cheese Burger,main,109,1,99.97,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80
4340,905,Crispy Chicken Burger,main,149,0,34.67,https://images.unsplash.com/photo-1594212686125-9f5cefb6a827?w=300&q=80
4341,905,Double Patty Overload,main,279,0,95.24,https://images.unsplash.com/photo-1586816001966-79b736744398?w=300&q=80
4342,905,French Fries,side,69,1,41.19,https://images.unsplash.com/photo-1576107232684-1279f3908581?w=300&q=80
4343,905,Chocolate Thickshake,drink,240,1,98.65,https://images.unsplash.com/photo-1572490122747-3968b75cc699?w=300&q=80
4344,906,Kosha Mangsho,main,440,0,50.36,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4345,906,Fish Curry,main,350,0,89.99,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
4346,906,Luchi,side,90,1,90.68,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4347,906,Rosogolla,dessert,90,1,68.42,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
4348,907,Chocolate Brownie,dessert,210,1,39.51,https://images.unsplash.com/photo-1603513361099-2eeb2be05c86?w=300&q=80
4349,907,Belgian Waffle,dessert,240,1,81.36,https://images.unsplash.com/photo-1562376552-0d1f143c08f1?w=300&q=80
4350,907,Red Velvet Cupcake,dessert,100,1,34.4,https://images.unsplash.com/photo-1614707267537-b85aaf00c4b7?w=300&q=80
4351,907,Vanilla Ice Cream,dessert,90,1,38.32,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
4352,907,Cold Coffee,drink,130,1,44.98,https://images.unsplash.com/photo-1461023058943-07fcbe16d735?w=300&q=80
4353,908,Penne Arrabbiata,main,260,1,84.78,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80
4354,908,Spicy Salami Pizza,main,510,0,51.45,https://images.unsplash.com/photo-1628840042765-356cda07504e?w=300&q=80
4355,908,Garlic Bread With Cheese,starter,160,1,65.49,https://images.unsplash.com/photo-1573140247632-f8fd74997d5c?w=300&q=80
4356,908,Tiramisu,dessert,310,1,90.18,https://images.unsplash.com/photo-1571115177098-24ec2b6e57a5?w=300&q=80
4357,909,Penne Arrabbiata,main,260,1,97.41,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80
4358,909,Spicy Salami Pizza,main,460,0,14.48,https://images.unsplash.com/photo-1628840042765-356cda07504e?w=300&q=80
4359,909,Garlic Bread With Cheese,starter,210,1,52.43,https://images.unsplash.com/photo-1573140247632-f8fd74997d5c?w=300&q=80
4360,909,Tiramisu,dessert,270,1,90.69,https://images.unsplash.com/photo-1571115177098-24ec2b6e57a5?w=300&q=80
4361,910,Masala Dosa,main,140,1,12.18,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4362,910,Idli Sambar,starter,60,1,93.48,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
4363,910,Medu Vada,starter,90,1,99.09,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4364,910,Filter Coffee,drink,20,1,84.37,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
4365,911,Classic Cheese Burger,main,179,1,64.9,https://images.unsplash.com/photo-1568901346375-23c9450c58cd?w=300&q=80
4366,911,Crispy Chicken Burger,main,169,0,55.37,https://images.unsplash.com/photo-1594212686125-9f5cefb6a827?w=300&q=80
4367,911,Double Patty Overload,main,259,0,78.49,https://images.unsplash.com/photo-1586816001966-79b736744398?w=300&q=80
4368,911,French Fries,side,79,1,29.02,https://images.unsplash.com/photo-1576107232684-1279f3908581?w=300&q=80
4369,911,Chocolate Thickshake,drink,210,1,17.15,https://images.unsplash.com/photo-1572490122747-3968b75cc699?w=300&q=80
4370,912,Pani Puri,starter,70,1,67.8,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
4371,912,Pav Bhaji,main,110,1,45.49,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4372,912,Vada Pav,starter,50,1,36.5,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4373,912,Masala Chai,drink,20,1,47.17,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4374,913,Kosha Mangsho,main,470,0,96.98,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4375,913,Fish Curry,main,320,0,94.05,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
4376,913,Luchi,side,50,1,17.68,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4377,913,Rosogolla,dessert,30,1,16.91,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
4378,914,Butter Chicken,main,390,0,79.69,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4379,914,Dal Makhani,main,220,1,36.78,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4380,914,Garlic Naan,side,80,1,54.49,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4381,914,Paneer Tikka,starter,260,1,44.54,https://images.unsplash.com/photo-1567158780131-7e614bbd2109?w=300&q=80
4382,914,Lassi,drink,120,1,20.58,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
4383,915,Quinoa Salad bowl,main,250,1,89.96,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80
4384,915,Grilled Chicken Breast,main,289,0,74.31,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4385,915,Avocado Toast,starter,179,1,13.63,https://images.unsplash.com/photo-1588137378633-dea1336ce1e2?w=300&q=80
4386,915,Green Detox Juice,drink,209,1,69.01,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4387,916,Kosha Mangsho,main,410,0,73.31,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4388,916,Fish Curry,main,400,0,84.4,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
4389,916,Luchi,side,20,1,88.79,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4390,916,Rosogolla,dessert,40,1,33.46,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
4391,917,Penne Arrabbiata,main,280,1,66.61,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80
4392,917,Spicy Salami Pizza,main,430,0,71.66,https://images.unsplash.com/photo-1628840042765-356cda07504e?w=300&q=80
4393,917,Garlic Bread With Cheese,starter,230,1,87.66,https://images.unsplash.com/photo-1573140247632-f8fd74997d5c?w=300&q=80
4394,917,Tiramisu,dessert,230,1,90.07,https://images.unsplash.com/photo-1571115177098-24ec2b6e57a5?w=300&q=80
4395,918,Penne Arrabbiata,main,250,1,12.88,https://images.unsplash.com/photo-1621996346565-e3dbc646d9a9?w=300&q=80
4396,918,Spicy Salami Pizza,main,490,0,62.07,https://images.unsplash.com/photo-1628840042765-356cda07504e?w=300&q=80
4397,918,Garlic Bread With Cheese,starter,150,1,95.94,https://images.unsplash.com/photo-1573140247632-f8fd74997d5c?w=300&q=80
4398,918,Tiramisu,dessert,220,1,47.96,https://images.unsplash.com/photo-1571115177098-24ec2b6e57a5?w=300&q=80
4399,919,Butter Chicken,main,360,0,44.75,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4400,919,Dal Makhani,main,210,1,67.0,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4401,919,Garlic Naan,side,110,1,16.0,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4402,919,Paneer Tikka,starter,200,1,63.64,https://images.unsplash.com/photo-1567158780131-7e614bbd2109?w=300&q=80
4403,919,Lassi,drink,100,1,32.83,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
4404,920,Dal Baati Churma,main,370,1,15.7,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4405,920,Laal Maas,main,500,0,94.26,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4406,920,Gatte Ki Sabzi,side,180,1,65.72,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
4407,920,Jaljeera,drink,50,1,15.76,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4408,921,Hakka Noodles,main,159,1,14.51,https://images.unsplash.com/photo-1585032226651-759b368d7246?w=300&q=80
4409,921,Chilli Chicken,starter,229,0,32.28,https://images.unsplash.com/photo-1525755662778-989d0524087e?w=300&q=80
4410,921,Veg Manchurian,starter,209,1,77.85,https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=300&q=80
4411,921,Burnt Garlic Fried Rice,main,200,1,61.27,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=300&q=80
4412,922,Quinoa Salad bowl,main,310,1,55.16,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80
4413,922,Grilled Chicken Breast,main,319,0,57.42,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4414,922,Avocado Toast,starter,199,1,15.02,https://images.unsplash.com/photo-1588137378633-dea1336ce1e2?w=300&q=80
4415,922,Green Detox Juice,drink,209,1,92.1,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4416,923,Chicken Dum Biryani,main,309,0,63.54,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
4417,923,Mutton Zafrani Biryani,main,359,0,80.95,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
4418,923,Paneer Special Biryani,main,279,1,86.23,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
4419,923,Chicken Tikka Kebab,starter,190,0,33.63,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
4420,923,Mirchi Ka Salan,side,150,1,16.32,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
4421,923,Boondi Raita,side,115,1,19.49,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
4422,923,Onion Cucumber Raita,side,90,1,90.86,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
4423,923,Coke 330ml,drink,50,1,19.66,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4424,923,Diet Coke Can,drink,35,1,85.39,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4425,924,Quinoa Salad bowl,main,230,1,28.84,https://images.unsplash.com/photo-1512621776951-a57141f2eefd?w=300&q=80
4426,924,Grilled Chicken Breast,main,309,0,13.12,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4427,924,Avocado Toast,starter,209,1,48.96,https://images.unsplash.com/photo-1588137378633-dea1336ce1e2?w=300&q=80
4428,924,Green Detox Juice,drink,179,1,48.8,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4429,925,Masala Dosa,main,130,1,58.32,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4430,925,Idli Sambar,starter,120,1,36.16,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
4431,925,Medu Vada,starter,60,1,65.24,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4432,925,Filter Coffee,drink,100,1,60.97,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
4433,926,Masala Dosa,main,170,1,26.94,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4434,926,Idli Sambar,starter,60,1,71.6,https://images.unsplash.com/photo-1610192244261-3f3388cd26f3?w=300&q=80
4435,926,Medu Vada,starter,60,1,96.83,https://images.unsplash.com/photo-1626804475297-4160fab1ccfa?w=300&q=80
4436,926,Filter Coffee,drink,110,1,38.19,https://images.unsplash.com/photo-1521302200778-33500795e128?w=300&q=80
4437,927,Chicken Dum Biryani,main,349,0,69.06,https://images.unsplash.com/photo-1563379091339-03b21ab4a4f8?w=300&q=80
4438,927,Mutton Zafrani Biryani,main,409,0,46.15,https://images.unsplash.com/photo-1631515243349-e0cb75fb8d3a?w=300&q=80
4439,927,Paneer Special Biryani,main,239,1,37.28,https://images.unsplash.com/photo-1505253758473-96b7015fcd40?w=300&q=80
4440,927,Chicken Tikka Kebab,starter,230,0,31.46,https://images.unsplash.com/photo-1606491956689-2ea866880c84?w=300&q=80
4441,927,Mirchi Ka Salan,side,60,1,32.42,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
4442,927,Boondi Raita,side,55,1,60.56,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
4443,927,Onion Cucumber Raita,side,70,1,38.08,https://images.unsplash.com/photo-1546833999-b9f581a1996d?w=300&q=80
4444,927,Coke 330ml,drink,110,1,16.48,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4445,927,Diet Coke Can,drink,55,1,11.82,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4446,928,Dal Baati Churma,main,370,1,71.78,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4447,928,Laal Maas,main,410,0,89.29,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4448,928,Gatte Ki Sabzi,side,220,1,80.8,https://images.unsplash.com/photo-1589302168068-964664d93cb0?w=300&q=80
4449,928,Jaljeera,drink,70,1,42.57,https://images.unsplash.com/photo-1622483767028-3f66f32aef97?w=300&q=80
4450,929,Butter Chicken,main,320,0,96.72,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4451,929,Dal Makhani,main,260,1,85.39,https://images.unsplash.com/photo-1544026229-2ceec1a86827?w=300&q=80
4452,929,Garlic Naan,side,20,1,77.71,https://images.unsplash.com/photo-1626082927389-6cd097cdc6ec?w=300&q=80
4453,929,Paneer Tikka,starter,220,1,71.57,https://images.unsplash.com/photo-1567158780131-7e614bbd2109?w=300&q=80
4454,929,Lassi,drink,60,1,83.23,https://images.unsplash.com/photo-1498654877395-865dcbf0802c?w=300&q=80
4455,930,Kosha Mangsho,main,420,0,14.48,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4456,930,Fish Curry,main,410,0,29.01,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
4457,930,Luchi,side,70,1,81.81,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
4458,930,Rosogolla,dessert,20,1,85.59,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=300&q=80
4459,931,Hakka Noodles,main,259,1,18.35,https://images.unsplash.com/photo-1585032226651-759b368d7246?w=300&q=80
4460,931,Chilli Chicken,starter,209,0,68.0,https://images.unsplash.com/photo-1525755662778-989d0524087e?w=300&q=80
4461,931,Veg Manchurian,starter,179,1,24.72,https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=300&q=80
4462,931,Burnt Garlic Fried Rice,main,260,1,13.8,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=300&q=80
4463,932,Hakka Noodles,main,239,1,21.92,https://images.unsplash.com/photo-1585032226651-759b368d7246?w=300&q=80
4464,932,Chilli Chicken,starter,279,0,63.29,https://images.unsplash.com/photo-1525755662778-989d0524087e?w=300&q=80
4465,932,Veg Manchurian,starter,199,1,88.62,https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=300&q=80
4466,932,Burnt Garlic Fried Rice,main,220,1,65.93,https://images.unsplash.com/photo-1512058564366-18510be2db19?w=300&q=80
4467,933,Kosha Mangsho,main,450,0,54.81,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=300&q=80
4468,933,Fish Curry,main,380,0,52.72,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=300&q=80
4469,933,Luchi,side,50,1,47.7,https://images.unsplash.com/photo-1589301760014-d929f39ce9b0?w=300&q=80
